OrderID,Carrier,Origin,Distance_KM,Weight_KG,Cost_USD,Emission_Factor,CO2_kg
1103,Rail-Link,Shanghai,14408,1498.0395183354851,1969.6762075006136,0.03,647.5126014053301
1104,Air-Express,New York,646,4235.609222007882,3230.7197882773457,0.5,1368.1017787085457
1105,Ocean-Freight,Shanghai,3159,4086.283516473408,4592.512023073076,0.01,129.08569628539496
1106,Ocean-Freight,Singapore,7932,4099.395467591989,3836.6305426812182,0.01,325.1640484893965
1107,Air-Express,Shanghai,5265,2582.0242364761925,3279.8330294577454,0.5,6797.178802523576
1108,Rail-Link,London,7472,1148.8804158475273,6931.208751679132,0.03,257.5330340163817
1109,Ocean-Freight,Singapore,13412,4998.5465528134055,3769.889711743611,0.01,670.405063663334
1110,Air-Express,Shanghai,4553,3014.3403801676136,4504.274469586463,0.5,6862.1458754515725
1111,Rail-Link,Singapore,6256,2330.008563835368,4197.45588358979,0.03,437.2960072606218
1112,Rail-Link,New York,12570,4154.834235002049,2301.838085883252,0.03,1566.7879900192727
1113,Ocean-Freight,Singapore,12946,2331.538043049427,1413.032227531747,0.01,301.8409150531788
1114,Ground-Truck,Singapore,5346,1123.1833144278546,545.8054957821191,0.11,660.4991798824443
1115,Rail-Link,Shanghai,1232,4581.557576141328,1657.3317140311804,0.03,169.3343680141835
1116,Rail-Link,London,7282,4709.74892830771,5616.461904787649,0.03,1028.8917508781021
1117,Ground-Truck,London,2126,1041.5560499574358,5017.426132664945,0.11,243.57829784304596
1118,Ocean-Freight,London,12219,2488.625104054737,6106.179207530902,0.01,304.08510146444837
1119,Air-Express,London,10448,4894.615606742677,571.4401116940821,0.5,25569.471929623745
1120,Rail-Link,Shanghai,6484,3529.625243316384,1139.553605253417,0.03,686.582702329903
1121,Ground-Truck,New York,2733,4395.762771601359,6761.239832805883,0.11,1321.4981620265166
1122,Air-Express,Shanghai,6195,2020.4207094874355,6305.57194957582,0.5,6258.2531476373315
1123,Air-Express,Singapore,10925,4674.731044853533,6254.911486182088,0.5,25535.718332512424
1124,Rail-Link,New York,13343,95.56247765894152,2292.1714019137403,0.03,38.2527041820977
1125,Air-Express,London,1579,2207.338878121684,117.76359685247868,0.5,1742.6940442770695
1126,Air-Express,Shanghai,6658,78.59843231541646,1160.049119228945,0.5,261.6541811780214
1127,Ground-Truck,Shanghai,8708,389.6539396527039,6477.437191591551,0.11,373.241715714532
1128,Ocean-Freight,Shanghai,4386,587.2701469632211,3553.4388174419364,0.01,25.75766864580688
1129,Air-Express,Singapore,5232,4784.999877446841,297.3927521646335,0.5,12517.559679400938
1130,Rail-Link,Shanghai,2601,382.3952888922688,5386.092957698573,0.03,29.838304392263733
1131,Air-Express,Shanghai,14876,3352.206287736825,3832.515005144257,0.5,24933.710368186505
1132,Air-Express,New York,4273,2448.9815095654626,7185.55960783982,0.5,5232.248995186611
1133,Rail-Link,Shanghai,6024,2534.025291856554,5715.661445706349,0.03,457.94905074431637
1134,Air-Express,London,5832,4042.1048727770894,1022.8820392667228,0.5,11786.777809017995
1135,Ground-Truck,Shanghai,12393,2442.562701215756,4827.324901791567,0.11,3329.7747511783555
1136,Air-Express,London,4687,249.2723473929998,3660.793902017309,0.5,584.1697461154951
1137,Ocean-Freight,Singapore,3860,832.086339590234,5755.765500244711,0.01,32.11853270818303
1138,Ground-Truck,London,8308,4003.569950967051,4643.861567022893,0.11,3658.7825067897693
1139,Ocean-Freight,Singapore,8182,4230.019301559919,1604.6730726292296,0.01,346.1001792536325
1140,Ocean-Freight,London,11945,2206.9335133829177,5304.397567912604,0.01,263.61820817358955
1141,Air-Express,Shanghai,8892,600.0486941105034,6488.049944354632,0.5,2667.8164940152983
1142,Rail-Link,New York,10378,573.6189618147348,3880.983291020205,0.03,178.59052757139955
1143,Ocean-Freight,New York,14336,3954.762650927207,4364.245941217488,0.01,566.9547736369244
1144,Ocean-Freight,London,12505,4019.519790662421,7520.169738397152,0.01,502.6409498223358
1145,Air-Express,London,6031,3901.8457740187328,2700.969562068829,0.5,11766.01593155349
1146,Air-Express,Singapore,7235,3275.0606246648,2115.6211895220986,0.5,11847.531809724913
1147,Rail-Link,Singapore,10890,3762.465043907188,7349.451082191955,0.03,1229.1973298444782
1148,Ocean-Freight,London,7712,418.0153789904374,6876.575481324984,0.01,32.23734602774253
1149,Rail-Link,Singapore,11527,3575.551337316217,772.1342748492984,0.03,1236.461407957321
1150,Air-Express,New York,1018,4908.668934343584,6442.128590788234,0.5,2498.5124875808838
1151,Ocean-Freight,London,4750,3136.171336560446,6137.773874128998,0.01,148.96813848662117
1152,Rail-Link,Singapore,6988,3855.6752110701623,971.3009419856024,0.03,808.3037512487489
1153,Air-Express,New York,6455,2628.7255708369667,5196.587772520252,0.5,8484.21177987631
1154,Ocean-Freight,Shanghai,12458,437.70385086908937,4416.283176763571,0.01,54.52914574127115
1155,Rail-Link,New York,11800,4862.679409964906,129.30536233916305,0.03,1721.3885111275765
1156,Air-Express,London,5188,1803.929994134214,4279.049771816151,0.5,4679.394404784151
1157,Ocean-Freight,London,13708,4123.752786947418,2531.502302395048,0.01,565.2840320347522
1158,Rail-Link,Singapore,12866,3015.2427573554155,3410.535227551072,0.03,1163.8233994840432
1159,Ground-Truck,London,2406,113.24606357340228,2810.0795520437414,0.11,29.97170318533665
1160,Ocean-Freight,London,14791,2719.657041220287,1971.6230966858936,0.01,402.26447296689264
1161,Ground-Truck,Singapore,11224,3787.126314004493,893.5359685858682,0.11,4675.737632322507
1162,Air-Express,London,14287,2339.051307355263,6989.087779224833,0.5,16709.01301409232
1163,Ground-Truck,Singapore,5428,4421.4173897856535,3311.306109576963,0.11,2639.9398950932177
1164,Ocean-Freight,London,7755,1115.9082965064124,5491.960733614623,0.01,86.5386883940723
1165,Ocean-Freight,Singapore,13759,3788.770883425203,7649.993940972057,0.01,521.2969858504737
1166,Air-Express,New York,9914,1549.797443103563,1450.2854309012212,0.5,7682.345925464362
1167,Ground-Truck,London,13928,4655.754430906779,4842.405823444784,0.11,7132.988248503658
1168,Ocean-Freight,Singapore,12476,4322.911386651676,7671.499209119041,0.01,539.3264245986632
1169,Ground-Truck,Shanghai,14228,3337.500310064057,7376.522282232341,0.11,5223.454985275054
1170,Rail-Link,Shanghai,7745,421.651571521244,2089.720667174945,0.03,97.97074264296103
1171,Ocean-Freight,Shanghai,544,2321.1824155594627,3818.5792736437984,0.01,12.627232340643477
1172,Ocean-Freight,Singapore,4536,527.9109372299329,4528.823064972157,0.01,23.946040112749756
1173,Ocean-Freight,London,8210,4712.777734415275,1279.3656929540705,0.01,386.91905199549404
1174,Rail-Link,New York,8900,1671.6664523820652,7398.247140870564,0.03,446.3349427860114
1175,Rail-Link,New York,11619,2069.819867175368,5351.233221708938,0.03,721.4771111013179
1176,Rail-Link,New York,7461,982.787110360424,5652.931887763466,0.03,219.9772389119737
1177,Ocean-Freight,Shanghai,4374,3104.011170903097,5807.439094028677,0.01,135.76944861530146
1178,Ocean-Freight,New York,4673,249.05012508234464,7505.471540171198,0.01,11.638112345097966
1179,Rail-Link,London,11431,3293.039573427502,1373.094763821272,0.03,1129.2820609154933
1180,Ocean-Freight,Singapore,10087,1648.7244773181176,3807.828657944079,0.01,166.30683802707853
1181,Ground-Truck,London,6896,4233.028546460442,5658.682722868429,0.11,3211.006134203033
1182,Rail-Link,London,1497,1017.3830036258402,3371.8861333628606,0.03,45.690670692836484
1183,Ocean-Freight,London,1028,3748.1411135196686,4194.81558601884,0.01,38.53089064698219
1184,Air-Express,Singapore,681,2584.7466790200097,2218.6370994025283,0.5,880.1062442063132
1185,Rail-Link,New York,8963,4742.598631658919,4670.84090043273,0.03,1275.2373460667668
1186,Rail-Link,Singapore,13379,3267.8432463452223,3686.9455926705496,0.03,1311.6142437855817
1187,Air-Express,Singapore,13869,2863.7392461841646,7034.720760467048,0.5,19858.59980266409
1188,Ground-Truck,London,1546,4390.9007593204415,5182.361084810661,0.11,746.7165831300343
1189,Ground-Truck,New York,6621,4575.197107022349,5919.467497224747,0.11,3332.161805015447
1190,Rail-Link,Singapore,13789,4888.819255949414,4557.986868270944,0.03,2022.3578616085938
1191,Ground-Truck,New York,7698,4749.513391716585,4802.956200507199,0.11,4021.7929498377694
1192,Air-Express,London,3166,1937.0402047144696,5810.28212791426,0.5,3066.3346440630057
1193,Ocean-Freight,Shanghai,14304,3141.361037636847,2875.718112400318,0.01,449.3402828235746
1194,Ocean-Freight,New York,5075,2236.235214868838,3699.2759664990976,0.01,113.48893715459353
1195,Ground-Truck,London,776,1057.630540703577,6227.749036098582,0.11,90.27934295445733
1196,Air-Express,London,7532,2149.005170111752,4618.953927610927,0.5,8093.1534706408565
1197,Ground-Truck,Shanghai,14995,4449.423269443874,2068.509366719827,0.11,7339.101211784198
1198,Rail-Link,London,10200,2050.909687752801,1628.2804974427827,0.03,627.578364452357
1199,Air-Express,Singapore,2678,2145.726277291052,4233.364286177843,0.5,2873.127485292719
1200,Ocean-Freight,Shanghai,4533,1900.6165026434635,7287.051514550408,0.01,86.1549460648282
1201,Rail-Link,London,5937,1149.3843157467284,6969.28731957153,0.03,204.71684047764975
1202,Ground-Truck,Singapore,3261,840.6255028305028,1138.9768185185303,0.11,301.5407741203297
1203,Air-Express,Singapore,14875,1292.478903980906,1059.385857308867,0.5,9612.811848357987
1204,Air-Express,New York,2836,2850.394566381192,6613.821490134923,0.5,4041.85949512853
1205,Ground-Truck,Singapore,8255,246.8531814595908,399.2162562558244,0.11,224.1550314243814
1206,Ocean-Freight,New York,14950,2100.3766685222186,2400.3221010347925,0.01,314.00631194407174
1207,Ground-Truck,New York,3828,2475.140883325894,1299.0870600433486,0.11,1042.2323231508674
1208,Ocean-Freight,Shanghai,3713,896.5371411127555,4746.789496089569,0.01,33.288424049516614
1209,Air-Express,New York,11635,3715.735362203669,5689.45833768794,0.5,21616.290469619842
1210,Rail-Link,Shanghai,5363,1986.696375996269,2756.93863531054,0.03,319.63957993403966
1211,Air-Express,Shanghai,406,422.6100339565088,5099.642196957055,0.5,85.78983689317128
1212,Ground-Truck,Singapore,5959,756.0703235084195,2027.1289926487475,0.11,495.59653635653393
1213,Air-Express,Shanghai,3068,1194.0104206920687,6605.784957046805,0.5,1831.6119853416335
1214,Air-Express,Singapore,1356,1060.2655267746927,5127.1256829551485,0.5,718.8600271532417
1215,Rail-Link,London,3661,4118.052233388859,5962.091232519913,0.03,452.28567679309833
1216,Air-Express,Shanghai,14474,2685.043675177365,2401.7338731467,0.5,19431.661077258592
1217,Ground-Truck,Singapore,14688,1407.622310537587,5340.146708799409,0.11,2274.2672146893688
1218,Air-Express,Singapore,8271,3868.7604810534217,5447.494930980998,0.5,15999.258969396426
1219,Air-Express,Shanghai,12867,3898.1193763119063,2133.8525125312985,0.5,25078.55100750265
1220,Rail-Link,London,4668,4330.294605525475,4688.186020256486,0.03,606.4144565577875
1221,Rail-Link,London,14921,4130.682158020217,4518.825331002354,0.03,1849.0172543945894
1222,Ocean-Freight,New York,2658,875.8956295638939,2903.820952255013,0.01,23.2813058338083
1223,Air-Express,Singapore,9169,4479.066240251014,3584.91513231298,0.5,20534.279178430774
1224,Ocean-Freight,New York,3943,483.11155793083066,1265.3299023970048,0.01,19.049088729212652
1225,Ocean-Freight,London,13789,3297.876585552736,7434.071686184398,0.01,454.7442023818667
1226,Ground-Truck,London,1374,2006.0625828376349,2258.380749961268,0.11,303.19629877008015
1227,Ground-Truck,New York,14671,2568.622418371493,7459.925133977558,0.11,4145.268544992099
1228,Air-Express,Singapore,13327,2293.17205166354,7402.984147782808,0.5,15280.551966259998
1229,Ocean-Freight,Singapore,5113,2443.098138996703,3512.022596378657,0.01,124.91560784690141
1230,Ocean-Freight,New York,7549,658.2443484469313,4610.723079022513,0.01,49.69086586425885
1231,Ground-Truck,New York,7707,3969.663026561559,312.1266791437684,0.11,3365.361224028093
1232,Air-Express,New York,11605,73.69897537639821,4450.893223982016,0.5,427.63830462155056
1233,Ground-Truck,New York,8848,404.8552042302711,4679.626535150783,0.11,394.03747317323825
1234,Ocean-Freight,London,11841,4676.669219079715,6485.461686575907,0.01,553.764402231229
1235,Rail-Link,Shanghai,1865,2778.906917356376,1032.4147221490011,0.03,155.47984202608924
1236,Ocean-Freight,Singapore,12460,59.18609861119044,2949.489799861419,0.01,7.374587886954329
1237,Ground-Truck,New York,8778,4383.82851308622,7956.461083371269,0.11,4232.937135665792
1238,Ground-Truck,Singapore,14081,2384.0961125365206,5375.759408478232,0.11,3692.750309668942
1239,Ground-Truck,London,10416,4814.394555546714,757.3454508555226,0.11,5516.140705963204
1240,Ocean-Freight,New York,12818,4001.556088249388,2138.810722901264,0.01,512.9194593918066
1241,Air-Express,Singapore,6245,4870.21892731389,4579.398731366759,0.5,15207.258600537622
1242,Ocean-Freight,Singapore,5014,1420.389450639562,7750.750339407802,0.01,71.21832705506765
1243,Ground-Truck,Singapore,8191,3598.7029068085303,5694.058873068007,0.11,3242.4673060635537
1244,Ocean-Freight,New York,7663,3456.5559196202976,6778.714734802843,0.01,264.8758801205034
1245,Ocean-Freight,London,12447,4926.420861293187,1229.344234373005,0.01,613.191604605163
1246,Ground-Truck,London,10009,2544.610382226697,5576.355876038853,0.11,2801.5905847277713
1247,Ocean-Freight,Singapore,6927,1072.4019793038826,7970.284328812496,0.01,74.28528510637994
1248,Rail-Link,London,13260,542.1131714124119,4388.325096567767,0.03,215.65261958785746
1249,Ocean-Freight,Singapore,9092,4997.729733686064,4647.950537274538,0.01,454.3935873867369
1250,Air-Express,Shanghai,6790,4115.335138888661,6751.422092895068,0.5,13971.562796527005
1251,Air-Express,Singapore,7608,3172.252832093088,7408.848146780154,0.5,12067.249773282105
1252,Ground-Truck,Singapore,12937,354.95596384561816,3830.231318237737,0.11,505.1271834697839
1253,Ground-Truck,London,4599,2205.2697350892904,3110.871198811428,0.11,1115.623906284321
1254,Ocean-Freight,Singapore,2988,2957.4899812563035,7030.389037502834,0.01,88.36980063993835
1255,Air-Express,Shanghai,193,4715.346248372168,4604.352509622533,0.5,455.03091296791416
1256,Ocean-Freight,New York,9526,53.62525064386468,4813.616258424234,0.01,5.1083413763345495
1257,Ground-Truck,Singapore,11537,3492.5473943224865,1658.403325184257,0.11,4432.287121712839
1258,Ocean-Freight,London,6628,1002.9971327639184,5348.384019639611,0.01,66.47864995959252
1259,Air-Express,New York,8632,4097.292510829378,2120.8123431133354,0.5,17683.914476739596
1260,Rail-Link,Shanghai,12053,3402.9856321668804,5206.136860289854,0.03,1230.4855747352224
1261,Ground-Truck,Shanghai,12882,4186.188341040999,1829.111391468316,0.11,5931.912603021917
1262,Rail-Link,Singapore,9105,291.6316745499509,1568.3966315149569,0.03,79.6591919033191
1263,Rail-Link,Shanghai,8076,584.5296256183274,7339.129346644113,0.03,141.61983769480833
1264,Ground-Truck,London,10695,221.2665579315818,6323.687455883177,0.11,260.3090420786094
1265,Ground-Truck,Singapore,10144,530.2302107134352,4272.25787054363,0.11,591.6520783224795
1266,Rail-Link,New York,6588,1431.9231910360395,1037.1375772758158,0.03,283.00529947636284
1267,Air-Express,London,327,223.8867496146552,4278.663194314497,0.5,36.605483561996124
1268,Ground-Truck,London,7783,2914.4466108496285,7124.0410498102265,0.11,2495.145176946692
1269,Ocean-Freight,New York,1872,4932.77769421269,5246.6185133309145,0.01,92.34159843566157
1270,Air-Express,New York,8901,471.8677937329892,2425.939540726416,0.5,2100.0476160086682
1271,Air-Express,New York,203,2185.1509218754118,3366.82701076977,0.5,221.79281857035429
1272,Air-Express,London,6662,2327.642285517673,705.932941952347,0.5,7753.376453059369
1273,Ocean-Freight,London,5101,287.2102132822416,1062.3370816968218,0.01,14.650592979527143
1274,Ground-Truck,Shanghai,6959,2584.3715071861056,4324.193260798487,0.11,1978.310545035892
1275,Ocean-Freight,New York,11247,4473.088940193271,2015.693198817299,0.01,503.08831310353713
1276,Rail-Link,Singapore,1354,2415.6043077539657,2601.6018095356094,0.03,98.12184698096607
1277,Ocean-Freight,Singapore,10245,2585.2151527814235,583.4821791070817,0.01,264.8552924024568
1278,Rail-Link,Shanghai,3130,245.47907011146108,7174.645792730728,0.03,23.050484683466195
1279,Air-Express,London,11867,3304.006431164021,999.9917820525184,0.5,19604.322159311716
1280,Ground-Truck,London,1855,1776.275338103413,3953.993055079881,0.11,362.44898274000144
1281,Ground-Truck,Singapore,948,3159.457893769247,2573.191618396384,0.11,329.46826916225706
1282,Ground-Truck,Shanghai,10027,114.89691650509484,7133.31958279539,0.11,126.72785199762446
1283,Rail-Link,Shanghai,3311,4755.560168455539,1883.9357657751584,0.03,472.3697915326886
1284,Ground-Truck,London,13322,3344.121315555459,3421.4430968800225,0.11,4900.542258241281
1285,Ocean-Freight,Singapore,11818,4545.506308947904,5669.782618565252,0.01,537.1879355914632
1286,Ground-Truck,New York,4301,3862.808216162382,7935.341461006742,0.11,1827.5331951485846
1287,Rail-Link,Shanghai,12283,589.4561221436388,3240.270329510756,0.03,217.20868644870947
1288,Ground-Truck,Singapore,5392,512.93951301325,3324.9229819758125,0.11,304.2346839584188
1289,Ocean-Freight,Shanghai,14502,4583.919088264134,1207.863814181572,0.01,664.7599461800647
1290,Air-Express,London,438,1430.877797323763,6974.995162597648,0.5,313.3622376139041
1291,Air-Express,Shanghai,10613,3623.2094884295952,2352.9282106675214,0.5,19226.561150351645
1292,Air-Express,New York,2855,2661.6761260882035,305.7954817991736,0.5,3799.5426699909103
1293,Ocean-Freight,London,7861,4707.152310660514,2863.405544953824,0.01,370.029243141023
1294,Ground-Truck,Shanghai,7284,158.15104879348718,555.1092661304251,0.11,126.71694633529368
1295,Ground-Truck,Shanghai,6174,4520.501019225733,2953.433096582768,0.11,3070.0530621969647
1296,Ocean-Freight,Shanghai,14939,2622.732594838319,2550.335553485941,0.01,391.8100223428965
1297,Ocean-Freight,London,7264,180.00592393904304,1354.1579272636202,0.01,13.075630314932086
1298,Ocean-Freight,New York,8575,2439.899626030321,7354.017001102968,0.01,209.22139293210003
1299,Air-Express,Singapore,5431,1973.765909671908,3891.948010411307,0.5,5359.761327714066
1300,Ground-Truck,London,4404,3364.2572485348023,2525.3564116733774,0.11,1629.7807814801997
1301,Air-Express,London,11364,2365.1434769123257,6687.687472863679,0.5,13438.745235815835
1302,Ocean-Freight,Shanghai,10338,2896.7609724551044,4295.106266691542,0.01,299.4671493324087
1303,Rail-Link,New York,14314,577.9055603155778,3207.7258129868137,0.03,248.16420571071535
1304,Ocean-Freight,Singapore,12116,2428.564873430459,1014.2435085303364,0.01,294.24492006483445
1305,Ocean-Freight,Shanghai,13300,634.6421350724316,2767.027909929288,0.01,84.40740396463342
1306,Ground-Truck,Shanghai,6555,2653.797254299719,3549.6017641295466,0.11,1913.5205102128125
1307,Ground-Truck,Singapore,8974,956.777973553856,5236.0234611537135,0.11,944.4738088139533
